coffee_name,roaster_name,roaster_location,coffee_origin,roast_level,agtron,est_price,review_date,overall_score,h1,s1,h2,s2,h3,s3,p1,p2,p3
Kenya Gethembwini,Cafe Grumpy,"Brooklyn, New York",South-central Kenya.,Medium-Light,57/73,$21.00/12 ounces,June 2011,95,Review Date:,June 2011,Aroma:,8,Acidity:,9,"Blind Assessment: Deeply sweet and deeply pungent with round, complexly rich Kenya fruit: grapefruit, black currant, strawberry, supported by an undercurrent of fresh-cut fir. Ringing, resonant acidity, syrupy mouthfeel, flavor-saturated finish.","Notes: Despite grower discontent and sporadic social disorder, Kenya continues to produce some of the world's most elegant and distinctive coffees. This lot was produced exclusively from trees of Kenya’s two premier varieties of Arabica, the Bourbon-related SL28 and SL34. An integral part of New York’s coffee renaissance, Brooklyn based Café Grumpy opened its first café in 2005 and has since expanded to four locations, including their own roasting facility. Visit www.cafegrumpy.com or call 718-349-7623 for more information.","Who Should Drink It: Simply a superb coffee, as grand as it is balanced and inviting, as fine with milk as it is black."
Guatemala El Injerto,Coffea Roasterie,"Sioux Falls, South Dakota","Huehuetenango growing region, Guatemala.",Medium,54/61,$14.95/12 ounces,June 2011,91,Review Date:,June 2011,Aroma:,8,Acidity:,8,"Blind Assessment: Delicately crisp, cocoa and nut character brightened by floral and lemon notes. Gentle, complexly expressed acidity; light body, silky mouthfeel. As the cup cools the flavor deepens toward apricot and moist pipe tobacco, carrying into a rich finish.   ","Notes: El Injerto is one of Guatemala’s most celebrated and consistently award-winning farms. This lot was produced from trees of the classic Bourbon and respected Catuai varieties. Coffea Roasterie is a South Dakota-based wholesale and retail roaster, offering a small but refined selection of mostly single-origin coffees.  Visit www.coffearoasterie.com or call 605-362-9955 for more information.","Who Should Drink It: Quiet authority in a gently complex, cocoa-toned Guatemala. "
Guatemalan Antigua Sereno,Mystic Monk Coffee,"Clark, Wyoming","Antigua growing region, Guatemala.",Medium-Light,54/73,$13.99/12 ounces,June 2011,91,Review Date:,June 2011,Aroma:,9,Acidity:,8,"Blind Assessment: Delicately balanced, austerely elegant. Gently pungent fresh-cut fir softening to dark chocolate in aroma and cup, with a hint of flowers. Richly taut acidity, lightly syrupy mouthfeel. ","Notes: Featured in Mystic Monk’s “Coffee of the Month” program, this sample is limited in availability. Mystic Monk Coffee is a small-batch roaster associated with a Carmelite monastery located in the Rocky Mountains of northern Wyoming. Roastmaster Brother Java emphasizes his artisan approach to roasting and his commitment to quality. Visit www.mysticmonkcoffee.com or call 877-751-6377 for more information.","Who Should Drink It: Those who enjoy dry, delicate, minerally white table wines."
El Salvador Finca El Carmen,Heart Coffee Roasters,"Portland, Oregon","Ahauchapan Department, El Salvador.",Light,66/80,$14.50/12 ounces,June 2011,90,Review Date:,June 2011,Aroma:,8,Acidity:,8,"Blind Assessment: Finely balanced, quietly complete lighter roasted coffee. Molasses, dusk flowers, fresh-cut fir, gently tart fruit (strawberry?) in aroma and cup. Softly crisp acidity; smooth, silky mouthfeel. Flavor carries into a dryish finish.","Notes: Produced entirely from trees of the heirloom Bourbon variety of Arabica. Heart Coffee Roasters is a young, one-location micro-roasting company “aiming to bring the community the best possible coffee experience.”  Visit www.heartroasters.com or call 503-206-6602 for more information.",Who Should Drink It: Black coffee drinkers who prefer subtlety to drama.
Ibonia Kenya Peaberry,Coava Coffee Roasters,"Portland, Oregon","Kiambu District, Kenya.",Medium,51/69,$15.00/250 grams (8.8 oz),June 2011,94,Review Date:,June 2011,Aroma:,9,Acidity:,9,"Blind Assessment: Intense and deep yet delicately balanced, saturated from aroma through finish with famous, sweetly tart Kenya black currant sensation, a layering of ripe lemon, honey, fresh-cut fir, blackberry, flowers and, depending on one’s memory bank, probably much more. Gently rich acidity, lightly silky mouthfeel. The black currant note rings on far into the finish.","Notes: From trees of the admired, Bourbon-derived SL 28 and SL 34 varieties. Consists entirely of peaberries, a kind of bean that results when the coffee fruit develops only a single, oval bean rather than the usual pair of flat-sided beans. Peaberries produce a somewhat different (often better) cup than normal beans from the same crop, from which they may or may not be separated during grading. Coava is a Portland based coffee roaster that aims to provide quality coffee and the knowledge needed to properly brew that coffee. Visit www.coavacoffee.com or call 503-894-8134 for more information.",Who Should Drink It: Students of coffee distinction: The black currant note for which Kenyas are celebrated could not be more vividly and resonantly expressed.
Ixil A’achimbal Guatemala,Coava Coffee Roasters,"Portland, Oregon","Quiche Department, Guatemala.",Medium-Light,59/77,$12.00/250 grams (8.8 oz.),June 2011,90,Review Date:,June 2011,Aroma:,8,Acidity:,8,"Blind Assessment: Quietly balanced, sweetly tart: flowers and orangy citrus, a hint of cedar carry from aroma to cup. Round, soft acidity; lightly syrupy mouthfeel; the tart sweetness extends into a long finish.",Notes: From trees of the traditional Bourbon and Typica varieties of Arabica. Coava is a Portland based coffee roaster that aims to provide quality coffee and the knowledge needed to properly brew that coffee. Visit www.coavacoffee.com or call 503-894-8134 for more information.,"Who Should Drink It: Balanced, quietly lively cup with a subtlety often associated with Guatemala."
1971 Nicaragua Viennese Roast,Las Chicas Del Café,"London, Ontario, Canada",Nicaragua.,Medium,49/60,CAD $14.00/16 ounces,June 2011,89,Review Date:,June 2011,Aroma:,8,Acidity:,7,"Blind Assessment: Notes of floral-toned coffee fruit read as lemon, sweet nut and fir in aroma and cup. Tart acidity with a citrus-zest assertiveness; lightly syrupy mouthfeel. The tart fruit sweetens and smoothes in a ripe, lemony finish.","Notes: 1971 is a blend of different varieties of Arabica coffee produced on the family farm AromaNica in Nicaragua. Sisters Maria Fiallos and Valeria Fiallos-Soliman founded Las Chicas del Café, a Canadian-based roaster specializing in coffee from the family farm. Visit www.laschicasdelcafe.com or call 519-652-3642 for more information.",Who Should Drink It: Those who enjoy assertively dry white table wines.
Carmelo Yujra Bolivia,Phil & Sebastian Coffee Roasters,"Calgary, Alberta, Canada","La Paz Department, Bolivia",Medium,53/68,CAD $17.50/12 ounces,June 2011,89,Review Date:,June 2011,Aroma:,8,Acidity:,7,"Blind Assessment: Crisp and silky. Honey, cocoaish nut, hints of cedar and flowers in aroma and cup. The acidity is tartly sweet and assertive. The crisp, out-doorsy aromatics persist into a smooth finish.","Notes: Grown by farmer Carmelo Yujra in Bolivia’s Caranavi Province. Founded by former engineers Phil Robertson & Sebastian Sztabzyb, Phil & Sebastian is a wholesale and retail coffee roaster based in Calgary, Canada.  Visit www.philsebastian.com or call 403-261-1885 for more information.","Who Should Drink It: Lovers of dry, brisk, complex morning cups."
Sumatra,Van Houtte,"Montreal, Quebec, Canada","Northern Sumatra, Indonesia",Medium-Dark,40/47,CAD $11.49/12 ounces,June 2011,89,Review Date:,June 2011,Aroma:,8,Acidity:,7,"Blind Assessment: Classic darker roasted Sumatra. Gently scorched fir and earth notes hint at dark chocolate, complicated by a pungent citrus that clearly suggests grapefruit. The chocolate and grapefruit suggestions carry into a very mildly astringent finish.","Notes: Coffees like this one from the northern part of the Indonesian island of Sumatra are admired for their complex earth, fruit and aromatic wood notes that result largely from unorthodox fruit removal and drying practices collectively called “wet hulling.” Today one of Canada’s largest coffee companies, Van Houtte was originally founded in 1919 by Albert-Louis Van Houtte in Montreal.  Visit www.vanhoutte.com or call 877-593-7722 for more information.","Who Should Drink It: A solid darker-roasted Sumatra of the pungent, earth- and fruit-toned style that over the decades has become a classic in North America."
Brazil Ouro Fino,Reunion Island Coffee,"Oakville, Ontario, Canada","Minas Gerais State, Brazil.",Medium-Dark,43/49,CAD $11.95/12 ounces,June 2011,89,Review Date:,June 2011,Aroma:,8,Acidity:,8,"Blind Assessment: Deep, resonant, very sweet-toned in aroma and cup. A slight hint of sweet ferment encourages a deep plum-like and banana-like fruit and dark chocolate complicated by a pungent hint of fir. Rich, low-toned acidity; lightly syrupy mouthfeel. Some chocolate carries into an agreeable but simple finish.","Notes: Fair Trade certified, meaning this coffee was purchased from a cooperative of small-holding farmers at a ""fair"" or economically sustainable price. Processed by the traditional Brazilian natural or dry method, meaning the beans were dried with both skin and fruit still adhering to the bean. Reunion Island Coffee is a quality-oriented roasting company founded by Canadian specialty coffee veteran Peter Pesce. Visit www.reunionislandcoffee.com or call 800-565-5950 for more information.",Who Should Drink It: Richly low-acid cup with deep-toned fruit should please those who avoid brightly assertive breakfast coffees.
Single-Origin Medium Roast,Doi Chaang Coffee,"Vancouver, British Columbia, Canada",Northern Thailand,Medium,45/58,CAD $15.99/16 ounces,June 2011,89,Review Date:,June 2011,Aroma:,7,Acidity:,8,"Blind Assessment: Quiet, sweetly smooth. Nut, raisin, hints of fir and flowers in aroma and cup. Softly balanced acidity, lightly syrupy mouthfeel. Round, sweet-toned finish.","Notes: This coffee is certified organically grown and Fair-Trade certified, meaning it was produced following organic agricultural procedures and purchased from small-holding farmers at a ""fair"" or economically sustainable price. Doi Chaang is a single-estate coffee produced by a northern Thailand hill tribe in the Golden Triangle mountains of Thailand and roasted in Canada. The independent coffee growers receive over 50% of the profits of this unusual and pioneering venture. Visit www.doichaangcoffee.com or call 866-924-2264 for more information.",Who Should Drink It: Smoothly balanced cup with an inspiring story.
Ethiopian Medium,Equator Coffee Roasters,"Almonte, Ontario, Canada",Southern Ethiopia,Medium,48/64,CAD $14.05/12 ounces,June 2011,90,Review Date:,June 2011,Aroma:,8,Acidity:,8,"Blind Assessment: Honey and flowers dominate in aroma and cup, complicated by coffee fruit that reads variously as lemon, fresh-cut fir, and pungent, moist pipe tobacco. Tartly sweet, floral-toned acidity; leanish, almost silky mouthfeel. Very rich, long, flavor-sustained finish.","Notes: Produced by the Sidama Coffee Farmers Cooperative Union in the Sidama region of Ethiopia and certified organic and (at origin) Fair Trade, this coffee is roasted and retailed by Equator Coffee Roasters, a company located just outside of Ottawa, Canada. Equator is a mission-driven, community-based roastery, wholesaler, and café that offers an extensive line of fine organic, sustainable coffees. Equator is a member of Cooperative Coffees, a green coffee buying cooperative dedicated to developing and maintaining long-term, mutually beneficial trade relations that contribute to environmental and economic sustainability. Visit www.equator.ca or call 877-378-2867 for more information.","Who Should Drink It: Lovers of White Rieslings and other crisp, floral-toned white table wines."
