coffee_name,roaster_name,overall_score,roaster_location,p1,p2,p3,roast,aroma,acidity,body,flavor,aftertaste,with_milk,bean_agtron,ground_agtron,year,month,roaster_location_lat,roaster_location_lon,origin_lat,origin_lon
Amalfi Dark Roast,Amante Coffee,83,"Roasted in Italy; distributed from Louisville, Colorado","Blind Assessment: Sweet, low-toned aroma: toast, banana-like fruit. In the small cup medium-bodied with a leanish, slightly rough mouthfeel and toast and gently scorched cedar notes. Simple, rich short finish with a heavy saltiness in the long. In milk simple, with little sweetness; the usual chocolate turns up dry and salty.","Notes: Available in 1.1-pound valve bags. Amante Coffee is a Louisville, Colorado-based company that is building a chain of coffee shops using this and other blends roasted in Italy by the Ghigo Family in northern Italy. This blend, roasted much darker than most Italian espressos, may have been designed specifically for the American market. The sample we received appeared to have picked up mild hints of staleness on its way from Italy to Colorado to Coffee Review. Visit www.amantecoffee.com or call 303-449-5114 for more information.","Who Should Drink It: Almost any darker roasted American espresso is superior to this uncharacteristically dark-roasted and uncharacteristically thin, salty and scorched-tasting Italian effort. Might be better if it were fresher.",5,7,,7,7,,,31,46,2007,8,,,,
Espresso,Starbucks Coffee,85,"Seattle, Washington","Blind Assessment: Toast and banana-like fruit notes dominate in the aroma, hinting at a roasty chocolate. In the small cup medium-bodied but leanish and a bit astringent in mouthfeel, sharp in structure with dominating cedar notes and continued hints of a banana-like fruit and chocolate. Rich and rather sweet in the short finish, heavily astringent in the long. Simple but solid presence in milk with the muted fruit modestly blooming as semi-sweet chocolate.","Notes: This is Starbucks' standard espresso, a sample of the version used (in California at least) to produce the espresso beverages at its retail locations. Visit www.starbucks.com or call 800-782-7282 for more information.",Who Should Drink It: I suppose those multitudes that drink it every day. Stranded aficionados could do worse.,6,8,,7,7,,,28,32,2007,8,47.6038321,-122.330062,,
Selection A Light Roast,Amante Coffee,86,"Roasted in Italy; distributed from Louisville, Colorado","Blind Assessment: Balanced, simple aroma with muted floral and temperate fruit notes. Rather lean bodied in the small cup, gently crisp, with cedar notes and a hint of semi-sweet chocolate. Surprisingly rich, clean finish. Thin in milk, though the chocolate notes fatten and sweeten.","Notes: Available in 1.1-pound valve bags. Amante Coffee is a Louisville, Colorado-based company that is building a chain of coffee shops using this and other blends roasted in Italy by the Ghigo Family in northern Italy. This sample appeared to have picked up mild hints of staleness on its way from Italy to Colorado to Coffee Review. Visit www.amantecoffee.com or call 303-449-5114 for more information.",Who Should Drink It: A delicate espresso that may show better when fresher.,3,7,,7,7,,,48,73,2007,8,,,,
SuperCrema,Lavazza,87,"Turin, Italy","Blind Assessment: Crisply sweet, deeply fruity aroma: cherry, sweet orange, milk chocolate. Slightly lean and sharp in the small cup, tartly sweet, with mild cedar and continuing citrusy and cherryish fruit notes. Moderately rich but simple, rather astringent finish. In milk blooms nicely with a cherryish dark chocolate. Slightly heavy finish.","Notes: SuperCrema is one of Italian coffee giant Lavazza's many espresso blends, but one of the few we were able to find available by Internet in the United States. Another Lavazza blend, the brighter, more acidy, all-arabica Qualita Oro, appears pre-ground in cans in some North-American supermarkets. The SuperCrema, the blend reviewed here, can be purchased in 2.2-pound valve bags on line at www.1st-cup.com. Visit www.lavazza.com for more information.",Who Should Drink It: Should make an elegant cappuccino.,2,8,,7,7,,,50,72,2007,8,45.0677551,7.6824892,,
Gold Espresso,Kili Caffe,88,"Enna, Sicily, Italy","Blind Assessment: Sweet-toned aroma with an orange-toned nut character. In the small cup smooth, syrupy mouthfeel, sweetly pungent through the finish with continued orange and woody nut nuance. In milk the nut and orange notes sweeten toward chocolate but never quite bloom.","Notes: The Kili in Kili Caffe refers to Mount Kilimanjaro, suggesting a high-grown East-Africa Arabica influence in this blend, although that reference isn't particularly apparent in the cup, whose character seems most influenced by high-quality robustas. Currently available in 2.2-pound valve bags on line at www.espressovero.com. Visit www.kilicaffe.it for more information.","Who Should Drink It: Sweet, simple but roundly balanced straight-shot espresso.",3,8,,8,8,,,41,62,2007,8,37.5667573,14.2807473,,
Black Cat Espresso,Intelligentsia Coffee,88,"Chicago, Illinois","Blind Assessment: Rich, roundly pungent aroma: caramel, orange, hints of flowers and chocolate. Medium bodied, a touch rough in mouthfeel. The richly pungent, cedary character carries into the cup with continued orange, raisin and semi-sweet chocolate notes. The finish is rather astringent but rich, with good flavor persistence. The pungent character softens in milk with the orangy chocolate sweetening nicely.","Notes: Intelligentsia is a leading Chicago-area roaster with a contemporary attitude, excellent coffee, and a commitment to quality epitomized by the practice of printing roast dates on coffee packaging. Black Cat is its signature espresso blend. Visit www.intelligentsiacoffee.com or call 888-945-9786 for more information.",Who Should Drink It: A versatile espresso for American taste; probably shows best in a short cappuccino.,4,8,,7,8,,,41,47,2007,8,41.8755616,-87.6244212,-23.1223917,-69.5404242
Extra Mild,Segafredo Zanetti,88,"Rastignano, Bologna, Italy","Blind Assessment: Round, gently fruity in the aroma: raisin, nut, a hint of vanilla. In the small cup smooth mouthfeel on the cusp of syrupy and silky; low-toned and neutral in flavor, with cedar notes and the barest suggestion of raisin and nut. Carries with impressive resonance into a long finish. Good presence in milk, though the rich, nut-toned dark chocolate betrays a slight woody, salty side.","Notes: Bologna-based Segafredo is the largest producer of espresso coffee in the world. It is part of the Massimo Zanetti Beverage Group, which also owns the American coffee brands that were formerly part of Sara Lee. This blend, one of several Segafredo espresso blends, is currently available in 2.2-pound valve bags on line at www.1st-cup.com. Visit www.segafredo.it for more information.","Who Should Drink It: A good version of a mild, cleanly robusta-dominated espresso, all fat and depth but with little going on at the top of the profile.",3,8,,8,7,,,42,63,2007,8,44.4429957,11.3561198,,
Garuda Blend,Peet's Coffee & Tea,89,"Berkeley, California","Blind Assessment: Lovely aroma: sweet-toned, gently pungent, with distinct floral and complex fruit (banana, plum, orange) notes. In the small cup medium-bodied with a lightly syrupy mouthfeel and crisp, cedary structure; the fruit turns darkly chocolate. Chocolate and orange carry into a slightly heavy finish. In milk balanced, crisp, though the fruit and chocolate doesn't completely soften and bloom.","Notes: Peet's stores do not serve a standard espresso, as Starbucks and most caffes do. Instead, they rotate several of their coffees, including the popular Garuda Blend, an Indonesia-based blend first designed by founder Alfred Peet over thirty years ago. By manipulating temperature and airflow (what Peet's roast master John Weaver calls ""the Peet's 'special sauce'""), Peet's achieves its signature pungent but smooth ""deep roast."" Peet's is slowly expanding beyond its passionately loyal base in the San Francisco Bay Area while maintaining its commitment to the roots of specialty coffee. Visit www.peets.com or call 800-999-2132 for more information.","Who Should Drink It: A smooth, sweet dark-roast espresso: pungent but complex, without bitterness and with little astringency.",5,9,,7,8,,,33,43,2007,8,37.8753497,-122.23963364918777,,
Espresso Coffee,IllyCaffe,89,"Trieste, Italy","Blind Assessment: As usual this famously refined espresso comes across either as elegantly refined or excessively delicate depending on taste, expectation and (despite Illy's rigorous quality assurance) slight variations in the blend itself. This time around I was impressed by the purity of the aroma and its floral, apple, lemon and milk chocolate notes. The mouthfeel certainly is not fat, but could be praised as silky. The cup could be criticized as a bit too sharp and simple, or valued (as I did) for its gentle tartness and hints of cedar, flowers and lemon. The finish could be praised for its floral and fruit persistence or criticized for a slight lean toward astringency. In short milk one could find it quietly sweet with a fine crisp chocolate (as I did) or lazy and wanting in power and fatness.","Notes: Sold in a handsome, reusable 8.8-ounce can. Illy, among the world's most technically sophisticated coffee roasters, has successfully positioned its quietly graceful, rather expensive espresso blend as a worldwide prestige brand. Visit www.illyusa.com or call 800-872-4559 for more information.","Who Should Drink It: Brand snobs and straight-shot and short-milk drinkers who value subtlety more than power and body. One thing is sure: This is not a blend for drinkers of big, sloppy American-style caffe lattes.",3,8,,7,8,,,50,60,2007,8,45.6496485,13.7772781,,
Crema d’Oro,Attibassi Espresso Italiano,90,"Castel Maggiori, Bologna, Italy","Blind Assessment: Rich, balanced but subdued aroma: pruny fruit, nut, a hint of chocolate. In the small cup fullish in body with a slightly rough mouthfeel, aromatically simple but sweetly resonant in structure with hints of cedar and chocolate. Clean, sweet finish. Comes into its own in milk, where it blooms richly with a deep, malty chocolate.",Notes: Attibassi was originally a historical brand of Italian chocolate from the food-famous city of Bologna that now also represents one of Italy's leading coffee brands. Currently available in 2.2-pound valve bags on line at www.espressovero.com. Visit www.attibassi.com for more information.,Who Should Drink It: An outstanding blend for cappuccino and caffe latte.,3,7,,7,8,,,43,61,2007,8,,,,
